FullName,FirstName,LastName,Gender,Status,Region,Ethnicity,Occupation_primary,MaritalStatus,Spouse_FirstName,Spouse_Last Name,Spouse_Gender,Spouse_RaceEthnicity,Spouse_Birthday,Spouse_Age,Spouse_Occupation,Street,City,State,ZipCode,Religion_Christian,Religion_Muslim,Religion_Jewish,Religion_Hindu,Religion_Buddhist,Religion_Other,Religion_Spiritual,Religion_None,RoleofFaith_primary,RoleofFaith_spouse,Alcohol_Occasional,Alcohol_Responsible,Alcohol_Irresponsible,DrugUse,Marijuana_Occasional,Marijuana_Regular,Cigarettes_Occasional,Cigarettes_Regular,Vaping_Occasional,Vaping_Regular,JobRetentionChallenges,DayOff_primary,DayOff_spouse,FavoritPlace_primary,FavoritePlace_spouse,Personality_primary,Personality_spouse,SocialStyle_Introverted,SocialStyle_Extraverted,SocialStyle_Both,SadnessResponse_primary,SadnessResponse_spouse,AngerResponse_primary,Anger Response_spouse,Continuing Education,Supports_Holidays,Supports_Job,Supports_Parenting,Supports_Medical,Supports_Legal,Supports_Budgeting,Supports_MentalHealth,Supports_Resources,Supports_Social,Multiple_Matches,Match_Housing,Emergency_Housing,CriminalHistory_Arrested,CriminalHistory_Jail,CriminalHistory_CurrentProbation,Children_Pregnant,Children_Custody1,Children_Custodymultiple,Children_Kincare1,Children_Kincaremultiple,Children_Welfare1,Children_Welfaremultiple,Bio_Important,Bio_Difficult,Sexuality_Heterosexual,Sexuality_Homosexual,Sexuality_Bisexual,Gender_Male,Gender_Female,Gender_Transgender,Gender_Non_binary,Latitude ,Logatitude
Leroy Johnson & Andra Payne,Leroy,Johnson,Male,Matched_Current,7,,Loan service clerk,Married,Andra,Payne,,White,2/12/1972,49,,6510 Story Mill Rd,Keysville,Georgia,30816,5,4,4,5,4,4,3,1,Exclusive,Exclusive,2,4,4,1,4,2,3,3,5,3,1,Shop,Movie/Play,Pampered,New,Friendly,Friendly,4,4,1,Advice,Advice,Withdraw,Withdraw,5,4,5,4,5,4,5,4,5,4,,,checked,1,5,0,4,0,3,3,4,4,0,5,3,5,4,5,4,5,0,4,33.204732,-82.081078
Linda Bixby,Linda,Bixby,Female,Matched,14,,Newscaster,,,,,,,,,1163 Rockbridge Rd SW,Stone Mountain,Georgia,30087,5,4,3,3,5,5,5,5,Exclusive,,5,4,0,0,0,1,4,1,4,3,4,Home,,Nature,,Friendly,,5,3,5,Alone,,Withdraw,,1,4,5,0,4,5,4,4,0,4,checked,,checked,0,0,0,4,3,3,5,4,3,5,2,1,5,4,0,4,4,4,1,33.843709,-84.132588
Linda Doran,Linda,Doran,Female,FSS,13,African American,Personnel clerk,,,,,,,,,3774 Charla Lane,Peachtree Corners,Georgia,30360,5,4,4,3,4,5,1,4,Unimportant,,5,4,3,4,1,0,5,4,4,3,3,Read/Walk,,Nature,,Adventurous,,3,3,4,Listen,,React,,4,5,4,5,4,4,5,4,5,5,,,,4,3,0,3,2,3,4,5,5,3,1,4,5,2,4,4,4,2,1,,
Linda Jones,Linda,Jones,Female,Not Moving Forward,7,,Dining room and cafeteria attendant,Single,,,,,,,,1871 Washington Rd,Thomson,Georgia,30824,5,5,4,3,3,3,3,3,Exclusive,,5,4,5,1,5,4,4,3,4,5,1,Shop,,Nature,,Reserved,,5,4,4,Alone,,React,,4,5,5,4,5,2,1,5,5,2,,,,5,0,4,4,3,4,3,5,4,4,1,5,5,5,5,5,4,5,0,33.507322,-82.503404
Linda Moody,Linda,Moody,Female,Interested,1,,Linguistic anthropologist,Single,,,,,,,,140 Progress Cir #1,Blue Ridge,Georgia,30513,5,5,1,3,4,0,3,4,Exclusive,,5,4,0,1,5,3,3,3,4,3,5,Read/Walk,,New,,Reserved,,1,1,3,Listen,,Process,,3,0,4,4,5,5,4,5,5,2,,,checked,3,0,1,5,0,0,3,3,3,0,4,1,5,4,5,5,5,4,5,34.874156,-84.324827
Linda Wilson,Linda,Wilson,Female,Matched,13,African American,Geriatric aide,,,,,,,,,3988 Margaret Street,Lawrenceville,Georgia,30044,4,3,4,5,4,5,4,5,Inclusive,,5,5,5,2,5,1,1,4,5,5,4,Read/Walk,,New,,Solitary,,4,3,3,Listen,,React,,5,5,4,1,5,4,5,4,1,5,,,,1,2,1,4,4,4,3,0,0,0,5,4,5,4,4,5,5,1,2,,
Lisa Daniel,Lisa,Daniel,Female,FSS,5,,Biological_physical anthropologist,Single,,,,,,,,2985 Baker Avenue,Athens,Georgia,30601,5,4,3,5,3,5,5,5,Unimportant,,5,4,1,0,4,2,4,2,4,0,3,Friends/Family,,None,,Reserved,,2,4,3,Advice,,Withdraw,,4,4,4,4,5,1,5,4,4,4,,checked,checked,0,3,3,3,2,1,2,3,0,1,5,2,5,1,3,5,5,2,3,,
Lisa Glennon,Lisa,Glennon,Female,FSS,,,Stock clerk,,,,,,,,,3039 Olen Thomas Drive,Acworth,Georgia,30101,5,4,0,5,3,1,5,3,Exclusive,,5,5,5,0,3,4,3,3,4,4,3,Movie/Play,,None,,Reserved,,2,0,3,Advice,,Withdraw,,5,5,5,5,4,4,5,5,5,5,checked,,checked,0,1,0,5,5,5,0,5,5,1,5,2,5,1,5,4,4,4,5,,
Lois Forrest,Lois,Forrest,Female,On Hold,9,,Photographic spotter,Single,,,,,,,,998 Sunset Blvd,Jesup,Georgia,31545,5,4,3,3,3,5,4,2,Exclusive,,3,4,0,1,4,0,5,3,4,3,2,Shop,,Event,,Friendly,,3,3,4,Alone,,Withdraw,,0,4,4,5,5,4,5,5,5,4,checked,checked,checked,4,1,5,1,5,1,0,0,4,3,0,1,5,4,4,3,4,1,0,31.605035,-81.90763
Lorene Ellison,Lorene,Ellison,Female,On Hold,14,African American,Railroad signal operator,Single,,,,,,,,1146 Lilac Lane,Decatur,Georgia,30031,5,3,5,4,5,3,4,4,Inclusive,,5,5,1,1,5,3,4,3,4,4,1,Friends/Family,,New,,Solitary,,3,3,5,Listen,,Process,,4,4,5,4,5,5,4,4,5,5,,checked,checked,0,1,5,4,0,4,5,5,1,4,2,1,5,4,4,5,4,3,0,,
Lori Fernandez,Lori,Fernandez,Female,Interested,4,,Locomotive engineer,,,,,,,,,102 N Hill St,Griffin,Georgia,30223,5,5,3,4,3,5,3,3,Exclusive,,5,5,4,1,5,2,5,5,3,5,5,Friends/Family,,None,,Solitary,,5,5,3,Advice,,Reconcile,,5,4,4,5,5,4,4,5,2,5,,checked,checked,3,1,3,3,1,3,2,1,5,2,2,4,5,5,4,5,5,3,1,33.24889,-84.263477
Louise Gose,Louise,Gose,Female,Awaiting Training,13,,Title abstractor,,,,,,,,,3326 S Cobb Dr SE,Smyrna,Georgia,30080,5,4,5,5,2,3,2,0,Inclusive,,5,5,1,3,1,1,1,2,0,4,5,Home,,None,,Adventurous,,4,3,3,Alone,,React,,4,0,5,5,4,5,4,4,4,4,,checked,,0,3,3,3,3,4,0,3,3,3,0,4,5,5,5,4,5,5,1,33.872648,-84.530431
Mae Holt,Mae,Holt,Female,FSS,,,Stereotyper,,,,,,,,,4489 Fowler Avenue,Woodstock,Georgia,30188,5,4,4,5,4,1,1,5,Unimportant,,5,4,0,4,0,1,5,5,5,3,0,Read/Walk,,Event,,Shy,,5,3,5,Advice,,Process,,5,4,5,4,4,4,5,4,4,4,checked,checked,checked,1,1,0,1,4,4,4,2,4,1,1,0,5,1,4,4,5,2,4,,
Margaret Jeter,Margaret,Jeter,Female,Interested,12,,Legal nurse consultant,,,,,,,,,109 Martin Luther King Jr Blvd,Savannah,Georgia,31401,5,4,3,4,5,3,4,4,Unimportant,,5,4,1,0,5,3,4,0,4,3,3,Movie/Play,,Pampered,,Reserved,,5,2,5,Alone,,Withdraw,,4,5,0,5,5,5,5,5,3,4,checked,checked,checked,0,1,3,4,4,3,4,1,3,3,1,5,5,3,5,4,4,2,4,32.079921,-81.097906
Margaret Quin,Margaret,Quin,Female,Matched_Current,3,,Housing manager,Single,,,,,,,,12 Legacy Way,Adairsville,Georgia,30103,5,4,4,3,4,3,0,5,Unimportant,,5,5,0,0,3,4,4,4,5,4,2,Friends/Family,,Event,,Reserved,,3,5,5,Alone,,Withdraw,,3,4,4,5,5,5,5,4,3,4,checked,checked,,4,0,4,3,4,5,3,0,1,0,0,4,5,4,1,4,5,1,2,34.371179,-84.929924
Margaret Shields,Margaret,Shields,Female,Awaiting Training,10,,Position classifier,Single,,,,,,,,1302 E Shotwell St,Bainbridge,Georgia,39819,5,3,1,3,3,5,5,3,Inclusive,,5,5,0,5,3,5,3,5,0,2,1,Home,,Event,,Reserved,,3,4,4,Advice,,React,,5,4,4,5,5,4,5,4,5,5,checked,checked,checked,0,1,0,3,3,5,1,1,1,4,3,5,5,4,5,4,4,5,4,30.903656,-84.557147
Margery Haggard,Margery,Haggard,Female,Interested,2,,Family therapist,,,,,,,,,3724 Mundy Mill Rd,Oakwood,Georgia,30566,5,4,5,4,4,3,3,4,Unimportant,,5,5,3,3,0,4,4,5,4,3,1,Home,,Nature,,Reserved,,4,3,4,Listen,,Withdraw,,3,4,4,4,4,4,4,4,5,5,checked,checked,,4,4,2,3,3,3,4,4,2,5,0,1,5,5,5,2,5,0,3,34.230585,-83.868694
Maria Bass,Maria,Bass,Female,Matched,13,,Rodbuster,Single,,,,,,,,6550 Tara Blvd,Jonesboro,Georgia,30236,5,5,5,5,3,4,1,0,Exclusive,,5,5,4,0,4,2,5,4,5,4,3,Shop,,Event,,Friendly,,5,5,3,Listen,,Process,,4,4,4,5,4,5,4,5,5,5,,checked,checked,0,1,5,3,5,5,4,5,5,4,3,5,5,4,4,4,5,3,3,33.57563,-84.37125
Maria Crampton,Maria,Crampton,Female,Awaiting Training,14,,Administrative worker supervisor,Single,,,,,,,,2873 Main St #3372,East Point,Georgia,30344,5,5,5,0,4,5,5,2,Exclusive,,5,4,1,2,3,1,5,3,1,4,4,Movie/Play,,New,,Shy,,3,1,1,Listen,,Process,,5,5,5,5,4,5,5,4,4,5,checked,checked,checked,0,4,1,0,0,4,4,4,0,2,0,5,5,5,5,4,4,1,5,33.676949,-84.441534
Maria Lovelace,Maria,Lovelace,Female,Interested,1,,Podiatric surgeon,Single,,,,,,,,56 Lakeshore Dr,Fort Oglethorpe,Georgia,30742,5,5,3,2,4,5,5,3,Inclusive,,5,5,2,1,5,4,2,5,0,5,2,Movie/Play,,New,,Adventurous,,3,4,3,Listen,,React,,4,3,4,5,1,5,4,4,0,1,checked,,checked,1,4,5,5,5,5,3,1,2,4,4,3,5,2,4,5,5,1,2,34.944647,-85.228192
Maria Rister,Maria,Rister,Female,Awaiting Training,11,,Woodworking machine tender,,,,,,,,,401 N Pierce St,Alma,Georgia,31510,5,5,3,5,3,0,5,4,Exclusive,,5,4,4,1,5,5,5,3,1,2,4,Movie/Play,,None,,Solitary,,3,5,3,Alone,,Reconcile,,5,4,5,4,5,5,4,5,4,5,,,,0,0,4,1,4,3,2,1,3,4,2,5,5,3,5,4,4,4,5,31.53892,-82.462244
Maria Stringer,Maria,Stringer,Female,Certified,12,,Optical goods worker,Single,,,,,,,,1200 Boone Ave,Kingsland,Georgia,31548,5,3,3,4,5,0,3,5,Unimportant,,5,3,2,5,5,4,3,4,4,3,5,Home,,Nature,,Shy,,3,5,4,Advice,,React,,3,5,5,4,4,5,4,5,4,4,checked,checked,,5,3,0,5,5,3,0,0,5,0,3,4,5,0,5,4,5,0,0,30.790533,-81.66169
Marie Kratz,Marie,Kratz,Female,Interested,5,,Certified nursing assistant,,,,,,,,,815 N Chase St,Athens,Georgia,30601,5,5,4,2,4,2,1,3,Unimportant,,5,5,0,0,3,1,4,3,4,3,5,Shop,,Event,,Reserved,,3,5,4,Listen,,Reconcile,,4,5,5,0,5,4,5,5,4,5,,checked,,3,5,0,3,2,3,4,2,2,4,0,4,5,4,0,5,2,0,3,33.966313,-83.393106
Marie Oliver,Marie,Oliver,Female,Not Moving Forward,2,,Decommissioning and decontamination (D&D) worker,Single,,,,,,,,4099 Limer Street,Gainesville,Georgia,30507,5,3,1,5,2,3,5,4,Unimportant,,5,0,0,1,4,5,4,4,3,1,4,Movie/Play,,None,,Reserved,,3,3,5,Alone,,Process,,3,5,5,5,5,4,5,5,4,5,,,,0,5,2,2,3,3,4,5,3,3,1,4,5,4,4,3,5,5,5,,
Marilyn Swift,Marilyn,Swift,Female,Interested,14,,Theoretical mathematician,Single,,,,,,,,7820 Senoia Rd,Fairburn,Georgia,30213,5,5,5,3,0,5,4,4,Exclusive,,5,5,1,1,3,5,4,4,4,3,1,Read/Walk,,Nature,,Solitary,,3,5,3,Listen,,Process,,5,4,4,4,4,1,4,4,5,5,checked,,checked,2,2,0,0,4,3,1,3,3,5,0,5,5,2,5,5,5,4,0,33.543012,-84.5762
Marilynn Santiago,Marilynn,Santiago,Female,Awaiting Training,12,,Remedial education teacher,,,,,,,,,23 Abercorn St,Savannah,Georgia,31401,5,4,4,4,3,3,5,5,Exclusive,,5,4,5,3,0,2,3,3,3,4,1,Friends/Family,,Pampered,,Solitary,,4,3,3,Listen,,React,,4,4,4,4,5,4,4,1,5,5,,,checked,0,1,4,2,4,3,0,4,4,1,0,5,5,5,5,5,5,2,4,32.079658,-81.089802
Mario & Consuelo McFarlane,Consuelo,McFarlane,Female,Certified,1,,Heat treating equipment operator,Married,Mario,,,White,7/15/1966,55,Palliative care nurse,408 E Church St,Jasper,Georgia,30143,5,4,4,3,4,1,5,4,Inclusive,Inclusive,5,4,0,4,0,0,3,4,3,4,0,Home,Friends/Family,None,Pampered,Reserved,Shy,4,3,4,Advice,Advice,Reconcile,Reconcile,3,5,4,5,5,4,5,2,4,5,checked,,checked,0,1,3,0,3,4,2,4,2,4,1,2,5,5,4,3,3,1,3,34.466774,-84.423647
Mario & Laura Tietjen,Mario,Tietjen,Male,Matched_Current,12,,Agricultural product sorter,Married,Laura,,Female,White,11/6/1964,57,,5212 Augusta Rd,Garden City,Georgia,31408,5,4,3,3,4,4,5,3,Inclusive,Inclusive,4,5,0,3,4,0,5,4,3,1,3,Friends/Family,Friends/Family,None,Pampered,Adventurous,Reserved,5,4,5,Alone,Alone,Reconcile,Withdraw,1,5,5,4,4,5,4,4,5,5,,,,4,5,4,1,3,4,4,3,1,4,0,5,5,4,5,3,5,0,2,32.118512,-81.165383
Mario Ater & Jimmie Campbell,Jimmie,Campbell,Female,Certified,9,,Winch operator,Married,Mario,Ater,,White,2/6/1974,47,Sculptor,2205 GA_56,Uvalda,Georgia,30473,5,5,3,3,4,5,3,5,Inclusive,Inclusive,5,5,2,3,4,4,4,0,5,5,5,Movie/Play,Read/Walk,Pampered,New,Friendly,Friendly,5,1,3,Alone,Advice,Process,React,0,4,4,5,5,5,5,4,5,4,,checked,checked,4,2,3,2,3,4,2,5,0,5,5,1,5,5,5,1,4,0,4,32.022914,-82.407616
Mario Kendrick,Mario,Kendrick,Male,Interested,4,,Athletic trainer,,,,,,,,,1102 Peachtree Pkwy,Peachtree City,Georgia,30269,5,5,4,4,2,5,3,5,Inclusive,,5,0,4,0,4,1,3,1,0,4,5,Movie/Play,,Nature,,Solitary,,4,4,3,Alone,,React,,5,4,5,5,4,4,1,5,4,5,checked,,checked,5,0,4,2,3,2,4,0,5,2,5,1,4,5,4,4,2,1,4,33.439974,-84.591257
Marion Campbell,Marion,Campbell,Female,Matched,14,African American,"Railroad brake, signal, and switch operator",Single,,,,,,,,1374 Arkwright Pl SE,Atlanta,Georgia,30317,5,5,4,4,4,3,3,3,Inclusive,,5,4,5,2,0,3,4,5,5,4,4,Shop,,New,,Reserved,,4,3,4,Advice,,Process,,3,5,5,4,4,4,4,4,5,5,checked,checked,,3,5,2,2,4,5,3,3,1,2,3,0,5,5,4,4,5,2,5,33.749453,-84.342618
Mark & Sylvia Young,Sylvia,Young,Female,Interested,14,,Immigration inspector,Married,Mark,,,,10/27/1965,56,Plan examiner,1765 Washington Rd,East Point,Georgia,30344,5,0,4,5,5,3,1,5,Unimportant,Exclusive,5,5,2,0,4,2,5,4,5,1,5,Friends/Family,Shop,Event,Pampered,Shy,Adventurous,3,5,4,Listen,Listen,Process,Withdraw,5,4,2,4,4,5,5,5,5,4,checked,checked,,3,1,0,4,5,5,2,5,5,1,5,0,5,0,4,4,4,5,2,33.675898,-84.44625
Mark Love,Mark,Love,Male,Matched,13,,Psychiatric aide,,,,,,,,,4498 Margaret Street,Suwanee,Georgia,30024,5,4,4,5,3,4,5,3,Inclusive,,5,4,4,5,4,4,5,4,1,5,4,Read/Walk,,Event,,Adventurous,,5,5,5,Advice,,Reconcile,,3,0,4,4,5,4,4,5,5,4,checked,,,3,1,1,3,3,2,3,3,4,5,0,1,5,0,5,5,5,4,5,,
Mark Wilson,Mark,Wilson,Male,Matched,13,,Professional property manager,,,,,,,,,2590 Patterson Street,Lawrenceville,Georgia,30044,5,5,5,4,3,4,0,3,Inclusive,,5,4,1,0,0,4,1,5,4,4,4,Home,,None,,Reserved,,4,4,3,Alone,,React,,4,4,5,5,5,5,5,4,5,4,checked,,,2,1,0,4,3,5,4,5,4,1,1,1,5,5,4,0,4,2,3,,
Martin Harkins,Martin,Harkins,Male,Matched,13,African American,Information architect,Single,,,,,,,,2231 Lilac Lane,Lilburn,Georgia,30047,5,0,0,3,4,4,4,3,Inclusive,,5,5,4,0,0,5,5,5,5,3,1,Movie/Play,,Pampered,,Solitary,,3,3,3,Advice,,Withdraw,,3,5,5,5,5,5,4,4,5,5,,,checked,2,2,5,4,3,4,1,0,1,5,4,4,5,5,3,5,5,1,4,,
Marvin & Ruth Parker,Marvin,Parker,Male,Interested,3,,Foot doctor,Married,Ruth,,,,8/13/1969,52,Nurse,4904 Jimmy Lee Smith Pkwy,Hiram,Georgia,30141,5,4,4,3,3,5,5,0,Unimportant,Inclusive,5,5,5,1,3,3,4,5,5,0,5,Movie/Play,Shop,Event,None,Friendly,Friendly,5,3,3,Alone,Alone,Reconcile,Reconcile,4,4,5,5,5,3,5,4,4,4,checked,,checked,0,5,5,5,0,4,3,3,4,5,2,1,5,4,4,5,4,4,5,33.887745,-84.74743
Mary Brune,Mary,Brune,Female,Interested,2,,Applicator,Single,,,,,,,,147 S Main St,Hiawassee,Georgia,30546,5,4,4,3,4,4,0,4,Unimportant,,5,5,5,5,4,4,5,4,2,0,3,Movie/Play,,None,,Adventurous,,3,5,5,Advice,,React,,5,1,5,4,5,4,5,5,5,5,checked,checked,checked,0,2,5,4,3,5,0,5,4,5,5,1,5,5,4,4,3,5,2,34.945483,-83.753465
Mary Dolan,Mary,Dolan,Female,Matched,7,African American,Textile presser,Single,,,,,,,,352 Gordon St,Thomson,Georgia,30824,5,3,5,5,3,3,3,5,Unimportant,,5,5,2,1,4,1,3,0,2,3,0,Read/Walk,,New,,Reserved,,5,4,3,Listen,,Withdraw,,5,4,5,4,4,4,4,5,5,5,,,checked,1,4,1,2,5,2,5,4,4,3,2,0,5,5,1,0,4,4,5,33.476156,-82.499057
Mary Dupre,Mary,Dupre,Female,Interested,13,,Emergency physician,Single,,,,,,,,40 S Peachtree St,Norcross,Georgia,30071,5,3,5,5,3,0,4,5,Exclusive,,5,4,2,5,4,4,0,4,3,4,4,Movie/Play,,None,,Shy,,3,3,3,Listen,,Process,,3,4,4,4,5,5,5,5,5,5,,checked,,0,3,1,4,5,5,5,5,0,3,5,5,5,5,4,5,4,5,1,33.94213,-84.213429
Mary Hicks,Mary,Hicks,Female,Interested,5,,Watch repairer,Single,,,,,,,,3652 Fannie Street,Bethlehem,Georgia,30620,5,3,3,3,4,3,2,3,Inclusive,,5,5,4,3,5,5,4,0,0,5,4,Friends/Family,,Event,,Adventurous,,5,5,3,Listen,,Process,,3,5,5,5,0,4,4,4,4,5,,checked,,5,1,2,2,4,2,1,3,5,1,3,4,5,4,5,4,5,5,5,,
Mary Mena,Mary,Mena,Female,OOS,6,,Training manager,Single,,,,,,,,2588 N Columbia St,Milledgeville,Georgia,31061,5,4,4,5,4,5,3,3,Inclusive,,5,4,5,1,5,4,4,3,5,5,5,Friends/Family,,New,,Solitary,,5,3,5,Listen,,Withdraw,,3,5,5,5,5,5,2,5,4,3,,,checked,0,0,2,4,5,5,5,1,0,4,2,3,5,5,5,5,4,0,4,33.117804,-83.261786
Mary Mosier,Mary,Mosier,Female,OOS,4,,Camp director,,,,,,,,,200 W Montgomery St,Villa Rica,Georgia,30180,5,3,5,4,2,5,4,4,Inclusive,,5,5,1,1,4,5,3,4,3,3,4,Friends/Family,,New,,Adventurous,,5,4,5,Advice,,Reconcile,,4,1,4,4,4,5,2,4,2,2,checked,,,0,4,2,0,5,2,2,4,3,3,3,3,5,4,4,5,5,0,0,33.731739,-84.920135
Mary Nicholson,Mary,Nicholson,Female,Not Moving Forward,14,,Musical instrument repairer,Single,,,,,,,,5370 Stone Mountain Hwy Ste 790,Stone Mountain,Georgia,30087,5,5,1,3,3,1,4,2,Unimportant,,5,4,4,1,3,4,3,5,5,4,3,Movie/Play,,Nature,,Adventurous,,3,3,3,Alone,,Process,,3,5,4,1,4,4,5,5,5,5,checked,,,3,5,0,5,5,1,4,0,5,2,5,0,5,0,3,5,5,2,0,33.820412,-84.112385
Mary Renaud,Mary,Renaud,Female,Not Moving Forward,14,,Diesel mechanic,Single,,,,,,,,1215 S Hairston Rd,Stone Mountain,Georgia,30088,5,2,2,3,4,3,1,5,Inclusive,,5,4,1,3,5,3,5,3,3,2,3,Home,,Event,,Shy,,3,5,4,Alone,,React,,4,5,5,5,5,5,4,4,4,5,checked,,,0,0,3,4,5,4,1,4,4,4,0,3,5,4,5,5,5,4,3,33.760157,-84.197286
Mary Rodriguez,Mary,Rodriguez,Female,Matched,13,,Medical geographer,,,,,,,,,2946 Boone Street,Grayson,Georgia,30017,5,4,4,3,3,3,3,3,Exclusive,,5,5,1,1,5,4,5,5,3,4,0,Movie/Play,,Event,,Reserved,,5,5,1,Alone,,React,,2,5,4,5,0,4,1,4,5,5,checked,checked,,3,3,5,2,5,3,5,3,3,4,2,4,5,5,2,5,5,2,4,,
Mary Schmidt,Mary,Schmidt,Female,On Hold,14,,Trader,Single,,,,,,,,3943 White Lane,Sandy Springs,Georgia,30350,5,3,4,3,4,3,4,5,Unimportant,,5,1,5,2,2,3,5,0,5,4,5,Read/Walk,,Nature,,Friendly,,4,5,3,Alone,,Withdraw,,4,5,4,2,5,4,4,4,5,4,checked,checked,checked,4,1,3,4,5,1,5,2,5,4,4,2,5,4,5,4,5,4,5,,
Matthew & Charlotte Damiani,Matthew,Damiani,Male,Completed Training,2,,Floor broker,Married,Charlotte,,,White,11/13/1988,33,Nursing aide,3446 Winder Hwy,Flowery Branch,Georgia,30542,2,5,4,3,4,5,3,5,Unimportant,Inclusive,5,1,2,3,1,4,3,0,5,4,2,Shop,Read/Walk,Event,Nature,Reserved,Adventurous,4,5,5,Listen,Advice,React,Reconcile,3,4,5,5,5,0,4,5,2,5,,,,5,0,1,0,3,5,1,5,3,5,3,0,5,4,4,5,5,2,1,34.218267,-83.863289
Matthew & Madonna Colon,Matthew,Colon,Male,Interested,5,,Tractor_trailer driver,Married,Madonna,,,,7/23/1986,35,Checker,2157 Poco Mas Drive,Bethlehem,Georgia,30620,5,3,5,3,3,4,4,5,Unimportant,Exclusive,5,0,0,1,2,5,5,5,5,1,3,Home,Read/Walk,Nature,Event,Adventurous,Solitary,5,3,4,Listen,Listen,React,Reconcile,5,5,4,5,4,1,0,4,4,5,checked,,,0,0,0,5,5,0,0,5,2,3,2,5,5,1,5,5,5,1,5,,
Matthew & Sharon Garrison,Sharon,Garrison,Female,Not Moving Forward,7,,Custodian,Married,Matthew,,,,7/4/1976,45,Agricultural product sorter,5190 Wrightsboro Rd,Grovetown,Georgia,30813,5,5,3,4,5,3,3,3,Unimportant,Exclusive,4,1,0,3,0,0,5,2,4,5,4,Shop,Movie/Play,Nature,Nature,Shy,Friendly,0,3,5,Advice,Alone,Reconcile,Withdraw,5,5,4,5,4,3,5,5,5,4,checked,checked,checked,2,5,1,4,4,3,0,2,5,0,4,2,5,4,5,4,5,3,2,33.456592,-82.200898
Maude Blandon,Maude,Blandon,Female,Interested,11,,Insurance underwriter,,,,,,,,,812 E Washington Ave,Ashburn,Georgia,31714,5,5,4,3,3,4,0,4,Unimportant,,5,4,0,3,2,1,3,4,1,1,4,Movie/Play,,None,,Friendly,,5,3,4,Advice,,Process,,3,5,4,4,4,5,4,4,4,4,,,checked,3,1,5,3,5,3,1,0,5,3,2,2,5,4,4,4,4,4,4,31.710672,-83.638875
Maurice & Patricia Taylor,Maurice,Taylor,Male,Interested,,,Holistic nurse,Married,Patricia,,,,3/31/1976,45,Loading machine operator,303 Lynn Ogden Lane,Cumming,Georgia,30040,5,3,3,3,3,3,4,5,Inclusive,Inclusive,5,5,3,1,2,5,4,5,4,3,1,Shop,Shop,Event,Pampered,Solitary,Adventurous,4,5,3,Alone,Advice,Reconcile,Reconcile,5,5,5,5,4,5,5,3,5,4,checked,,checked,0,3,3,4,4,5,2,5,3,3,0,0,5,5,5,5,5,0,1,,
Megan Antonelli,Megan,Antonelli,Female,FSS,13,,Data entry worker,Single,,,,,,,,1105 Main St #101,Forest Park,Georgia,30297,5,5,4,4,5,4,4,2,Exclusive,,5,5,5,0,5,4,3,1,5,5,1,Read/Walk,,New,,Reserved,,5,4,5,Listen,,Withdraw,,3,1,4,4,4,5,4,5,5,5,checked,checked,,1,4,2,5,2,2,5,0,1,5,4,2,5,5,4,3,1,4,5,33.618159,-84.353835
Meggan Ward,Meggan,Ward,Female,Awaiting Training,11,,Cashier,Single,,,,,,,,13591 W Cleveland St West,Nahunta,Georgia,31553,5,4,5,4,5,3,0,4,Exclusive,,3,5,3,5,4,4,5,0,3,3,4,Home,,Nature,,Shy,,3,3,4,Listen,,Withdraw,,3,5,4,4,4,4,4,4,3,5,checked,,checked,1,1,1,4,5,5,5,3,4,5,2,3,5,4,1,4,5,4,1,31.202438,-81.98333
Melissa Griffin,Melissa,Griffin,Female,RM Declined,1,,Geologist,,,,,,,,,6979 Nashville St,Ringgold,Georgia,30736,5,4,4,3,4,5,3,3,Exclusive,,5,5,1,0,1,5,5,3,5,2,4,Home,,None,,Solitary,,5,4,5,Advice,,React,,4,3,5,2,4,4,4,0,4,5,checked,checked,checked,0,0,0,5,0,1,2,5,1,3,1,1,5,5,4,5,3,2,5,34.918787,-85.122186
Melissa Rider,Melissa,Rider,Female,Awaiting Training,8,,Wealth manager,,,,,,,,,110 US_280 W,Americus,Georgia,31709,5,5,3,5,5,0,5,3,Exclusive,,5,5,1,0,3,3,3,4,5,3,1,Friends/Family,,Pampered,,Friendly,,3,5,4,Listen,,Withdraw,,0,5,5,5,4,3,4,5,0,4,,,,0,4,1,5,1,4,4,1,4,5,2,5,5,1,5,4,4,0,1,32.064301,-84.255137
Melvin & Paula Geiger,Paula,Geiger,Female,Certified,14,,Behavioral disorder counselor,Married,Melvin,,Male,White,8/18/1961,60,,48 N Avondale Rd,Avondale Estates,Georgia,30002,5,3,4,4,3,3,4,3,Unimportant,Exclusive,5,4,5,0,0,5,1,3,3,0,5,Shop,Friends/Family,Pampered,Nature,Shy,Shy,4,3,5,Alone,Listen,React,Process,3,4,5,5,5,5,4,4,5,4,checked,,,0,4,4,5,5,5,3,0,4,1,1,2,5,2,2,4,1,0,1,33.775882,-84.270944
Michael & Amy Iorio,Amy,Iorio,Female,Awaiting Training,11,,Longshoremen,Married,Michael,,,,12/2/1959,62,Conservator,809 N Parrish Ave,Adel,Georgia,31620,5,2,3,4,4,5,1,5,Unimportant,Exclusive,5,4,4,5,4,1,5,3,3,1,0,Shop,Home,Pampered,Pampered,Reserved,Shy,1,3,2,Listen,Listen,Reconcile,React,4,4,4,4,1,5,4,4,5,4,,,checked,4,4,0,0,3,2,3,1,5,4,2,1,5,5,5,5,0,0,0,31.145582,-83.425686
